,genres,app_name,item_id,developer,user_id,recommend,sentiment_analysis,playtime_forever
13297,"Free to Play, Massively Multiplayer, RPG",RIFT,39120,Trion Worlds,Infixation,True,2,124.0
13298,Action,Counter-Strike: Global Offensive,730,Valve,Infixation,True,0,124.0
13299,"Adventure, Casual, Indie, RPG",Hero of the Kingdom II,346560,Lonely Troops,Infixation,True,2,124.0
13300,"Indie, RPG, Simulation",Wild Season,328220,Quickfire Games,Infixation,True,2,124.0
13301,"Action, Adventure, Indie, Massively Multiplayer, RPG, Early Access",Rust,252490,Facepunch Studios,Infixation,True,2,124.0
13302,"Action, Adventure",Tomb Raider,203160,"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)",Infixation,True,2,124.0
13303,"Free to Play, Massively Multiplayer, RPG",RIFT,39120,Trion Worlds,SupermanSocks17,True,2,1646.0
13304,Strategy,Total War: ATTILA,325610,Creative Assembly,SupermanSocks17,True,2,1646.0
13305,Adventure,The Walking Dead: Season 2,261030,Telltale Games,SupermanSocks17,True,2,1646.0
13306,Action,Hitman: Absolution™,203140,"Io-Interactive A/S,Feral Interactive (Mac)",SupermanSocks17,True,0,1646.0
13307,Strategy,XCOM: Enemy Unknown,200510,"Firaxis Games,Feral Interactive (Mac),Feral Interactive (Linux)",SupermanSocks17,True,2,1646.0
13308,"Free to Play, Massively Multiplayer, RPG",RIFT,39120,Trion Worlds,lordoftheguppies,True,2,655.0
13309,"Free to Play, Massively Multiplayer, Simulation, Sports",Fishing Planet,380600,Fishing Planet LLC,lordoftheguppies,True,2,655.0
13310,"Action, Free to Play, Massively Multiplayer, Strategy",Block N Load,299360,"Jagex,Artplant",lordoftheguppies,False,2,655.0
13311,"Action, Indie, RPG, Simulation, Strategy",VoidExpanse,324260,AtomicTorch Studio,lordoftheguppies,True,2,655.0
13312,"Action, Indie, Simulation",Evochron Mercenary,71000,StarWraith 3D Games LLC,lordoftheguppies,True,2,655.0
13313,"Free to Play, Massively Multiplayer, RPG",RIFT,39120,Trion Worlds,ZeryxAFKAccount,True,2,1.0
13314,Action,Counter-Strike: Global Offensive,730,Valve,ZeryxAFKAccount,True,0,1.0
13315,Action,The Binding of Isaac: Rebirth,250900,"Nicalis, Inc.",ZeryxAFKAccount,True,1,1.0
13316,"Indie, RPG, Strategy",Town of Salem,334230,BlankMediaGames,ZeryxAFKAccount,True,2,1.0
13317,"Action, Adventure, Casual, Free to Play, Indie",Unturned,304930,Smartly Dressed Games,ZeryxAFKAccount,True,2,1.0
13318,"Free to Play, Simulation, Strategy",Battle Islands,305260,DR Studios,ZeryxAFKAccount,True,2,1.0
13326,"Free to Play, Massively Multiplayer, RPG",RIFT,39120,Trion Worlds,76561198057970914,True,2,23.0
13327,"Action, Adventure",Call of Duty®: Black Ops III,311210,Treyarch,76561198057970914,False,2,23.0
13328,"Action, Adventure, Indie, Massively Multiplayer, RPG",ARK: Survival Evolved,346110,"Studio Wildcard,Instinct Games,Efecto Studios,Virtual Basement LLC",76561198057970914,False,1,23.0
13329,Action,Alien: Isolation,214490,"Creative Assembly,Feral Interactive (Mac),Feral Interactive (Linux)",76561198057970914,True,2,23.0
13330,"Action, Free to Play, Indie",No More Room in Hell,224260,No More Room in Hell Team,76561198057970914,True,2,23.0
13331,"Action, Adventure, Indie",Cry of Fear,223710,Team Psykskallar,76561198057970914,True,2,23.0
13332,"Action, Free to Play",Warframe,230410,Digital Extremes,76561198057970914,True,2,23.0
13333,"Action, Free to Play, Massively Multiplayer",PlanetSide 2,218230,Daybreak Game Company,76561198057970914,True,2,23.0
13334,"Action, Indie",Chivalry: Medieval Warfare,219640,Torn Banner Studios,76561198057970914,True,2,23.0
13335,"Free to Play, Massively Multiplayer, RPG",RIFT,39120,Trion Worlds,76561198104428121,True,2,454.0
13336,"Action, Free to Play, Indie",ArcheBlade™,207230,CodeBrush Games,76561198104428121,True,1,454.0
13337,"Action, Indie, Massively Multiplayer, Early Access",DayZ,221100,Bohemia Interactive,76561198104428121,True,0,454.0
13338,Action,Left 4 Dead 2,550,Valve,76561198104428121,True,0,454.0
13339,"Action, Free to Play",Team Fortress 2,440,Valve,76561198104428121,True,2,454.0
13340,"Free to Play, Massively Multiplayer, RPG",RIFT,39120,Trion Worlds,Walker1183,True,2,529.0
13341,"Adventure, Indie",The Beginner's Guide,303210,Everything Unlimited Ltd.,Walker1183,True,1,529.0
13342,"Free to Play, Massively Multiplayer, RPG",RIFT,39120,Trion Worlds,76561198005343510,True,2,25.0
13351,"Free to Play, Massively Multiplayer, RPG",RIFT,39120,Trion Worlds,Ch4osCosmo,True,2,25.0
13352,"Free to Play, Massively Multiplayer, RPG",RIFT,39120,Trion Worlds,Lumii92,True,2,905.0
13353,"Free to Play, Massively Multiplayer, RPG",RIFT,39120,Trion Worlds,RiplashCSGO,True,2,274.0
13354,"Free to Play, Massively Multiplayer, RPG",RIFT,39120,Trion Worlds,skaarh,True,1,6.0
13355,Action,Max Payne 3,204100,Rockstar Studios,skaarh,True,1,6.0
13356,Action,Counter-Strike: Global Offensive,730,Valve,skaarh,True,1,6.0
13357,"Action, Indie",Geometry Dash,322170,RobTop Games,skaarh,True,0,6.0
13358,"Adventure, Indie, RPG",Soul Gambler,313020,Tlön Studios,skaarh,True,1,6.0
13359,Action,Call of Juarez® Gunslinger,204450,Techland,skaarh,True,1,6.0
13360,"Action, Free to Play",Team Fortress 2,440,Valve,skaarh,True,1,6.0
13361,"Free to Play, Massively Multiplayer, RPG",RIFT,39120,Trion Worlds,althanoob,False,2,209.0
13362,"Free to Play, Massively Multiplayer, RPG",RIFT,39120,Trion Worlds,76561198037696460,True,2,20.0
13363,"Action, RPG",Dying Light,239140,Techland,76561198037696460,True,2,20.0
13364,RPG,Child of Light,256290,Ubisoft Montréal,76561198037696460,True,2,20.0
13365,"Racing, Sports",GRID 2,44350,"Codemasters Racing,Feral Interactive (Mac)",76561198037696460,True,2,20.0
13366,"Action, Indie, Strategy",Orcs Must Die! 2,201790,Robot Entertainment,76561198037696460,True,1,20.0
13367,"Action, RPG",Mass Effect,17460,BioWare,76561198037696460,True,2,20.0
13369,"Free to Play, Massively Multiplayer, RPG",RIFT,39120,Trion Worlds,76561198068079333,True,2,585.0
13370,"Free to Play, Massively Multiplayer, RPG",RIFT,39120,Trion Worlds,76561198083379387,True,1,2012.0
13371,"Action, Adventure",Just Cause 2,8190,Avalanche Studios,76561198083379387,True,2,2012.0
13372,"Action, Free to Play",Team Fortress 2,440,Valve,76561198083379387,True,2,2012.0
13377,"Free to Play, Massively Multiplayer, RPG",RIFT,39120,Trion Worlds,PI312,True,2,5.0
13378,"Action, Adventure, Free to Play, Massively Multiplayer, RPG",Neverwinter,109600,Cryptic Studios,PI312,True,2,5.0
13379,"Action, Free to Play",Team Fortress 2,440,Valve,PI312,True,1,5.0
13380,"Free to Play, Massively Multiplayer, RPG",RIFT,39120,Trion Worlds,76561198131181299,True,2,304.0
13381,"Action, Free to Play",Team Fortress 2,440,Valve,76561198131181299,True,2,304.0
13384,"Indie, Casual",Dinner Date,94000,Stout Games,76561197994830976,False,1,10.0
13385,"Casual, Sports",Poker Night 2,234710,Telltale Games,76561197994830976,True,2,10.0
13386,"Adventure, Indie",The Interview,348380,Anothink,76561197994830976,False,0,10.0
13387,"Adventure, Indie, RPG",The Forest of Doom,270490,Tin Man Games,76561197994830976,True,0,10.0
13388,"Adventure, Casual, Indie",Uriel's Chasm,292630,Rail Slave Games,76561197994830976,False,0,10.0
13389,"Action, Adventure, Indie",Super Panda Adventures,311190,BlueEagle Productions,76561197994830976,True,1,10.0
13397,Action,Shadow Harvest: Phantom Ops,92700,Black Lion Studios,76561197990895276,False,0,224.0
13398,Action,Call of Duty®: Advanced Warfare - Gold Edition,209650,"Sledgehammer Games,Raven Software",76561197990895276,False,0,224.0
13399,"Action, Indie, Strategy",Anomaly: Warzone Earth,91200,11 bit studios,GenSeed,True,0,61.0
13400,"Indie, Strategy",Frozen Synapse,98200,Mode 7,GenSeed,True,2,61.0
13401,Strategy,Company of Heroes 2,231430,"Relic Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)",GenSeed,True,2,61.0
13402,"Indie, Strategy",Sol Survivor,45000,Cadenza Interactive,GenSeed,True,2,61.0
13403,"Action, Indie, Strategy",Anomaly: Warzone Earth,91200,11 bit studios,76561198073295527,False,1,907.0
13404,Strategy,Darkest Hour: A Hearts of Iron Game,73170,Martin Ivanov,76561198070439611,True,2,164.0
13405,Strategy,Darkest Hour: A Hearts of Iron Game,73170,Martin Ivanov,76561198116462043,True,2,94.0
13406,"Action, Indie, Racing, Sports",Rocket League®,252950,"Psyonix, Inc.",76561198116462043,True,2,94.0
13407,"Action, Free to Play, Indie, Massively Multiplayer, RPG, Simulation",Robocraft,301520,Freejam,76561198116462043,False,2,94.0
13408,"Action, Adventure, RPG",How to Survive 2,360170,Eko Software,76561198116462043,True,2,94.0
13409,"Action, Adventure, Indie, Simulation, Strategy",The Escapists,298630,Mouldy Toof Studios,76561198116462043,True,0,94.0
13410,"Action, Indie",Dino D-Day,70000,800 North and Digital Ranch,fsfs546hd,True,1,259.0
13415,"Action, Indie",Dino D-Day,70000,800 North and Digital Ranch,76561198299095634,True,2,54.0
13416,"Action, Indie, Simulation",Surgeon Simulator,233720,Bossa Studios,76561198299095634,True,1,54.0
13417,"Action, Casual, Indie",Frederic: Evil Strikes Back,301200,Forever Entertainment S. A.,76561198299095634,True,2,54.0
13418,"Action, Adventure, Casual, Free to Play, Indie",Unturned,304930,Smartly Dressed Games,76561198299095634,False,1,54.0
13419,"Action, Adventure",Just Cause 2,8190,Avalanche Studios,76561198299095634,False,0,54.0
13420,Action,Left 4 Dead 2,550,Valve,76561198299095634,True,1,54.0
13422,"Action, Indie",Dino D-Day,70000,800 North and Digital Ranch,76561198068217106,True,1,1.0
13423,Strategy,Company of Heroes 2,231430,"Relic Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)",76561198068217106,True,2,1.0
13424,"Action, Adventure, Casual, Indie",BattleBlock Theater®,238460,The Behemoth,76561198068217106,True,0,1.0
13425,"Action, Free to Play, Indie, Massively Multiplayer",Heroes & Generals,227940,Reto-Moto,76561198068217106,True,0,1.0
13426,Action,Zombie Army Trilogy,301640,Rebellion,76561198068217106,True,0,1.0
13427,"Action, Free to Play",Team Fortress 2,440,Valve,76561198068217106,True,2,1.0
13428,"Action, Indie",Dino D-Day,70000,800 North and Digital Ranch,RED_PRIDE,True,2,2120.0
13429,"Indie, Simulation, Strategy",FTL: Faster Than Light,212680,Subset Games,RED_PRIDE,True,0,2120.0
13436,"Action, Indie",Dino D-Day,70000,800 North and Digital Ranch,76561197987394736,False,0,1.0
13437,Action,Counter-Strike: Global Offensive,730,Valve,76561197987394736,True,0,1.0
13438,Strategy,Total Annihilation,298030,Cavedog Entertainment,76561197987394736,False,2,1.0
13439,"RPG, Strategy",Baldur's Gate: Enhanced Edition,228280,Beamdog,76561197987394736,False,2,1.0
13440,Adventure,The Walking Dead,207610,Telltale Games,76561197987394736,True,2,1.0
13441,"Action, Indie",Dino D-Day,70000,800 North and Digital Ranch,JimmyNaar,True,2,3158.0
13442,"Action, Indie",Dino D-Day,70000,800 North and Digital Ranch,ImmortalDragon,True,1,25.0
13443,Action,Counter-Strike: Global Offensive,730,Valve,ImmortalDragon,True,2,25.0
13444,"Action, Indie, Racing, Sports",Rocket League®,252950,"Psyonix, Inc.",ImmortalDragon,True,2,25.0
13445,"Action, Adventure, Indie, RPG",Dust: An Elysian Tail,236090,Humble Hearts LLC,ImmortalDragon,True,1,25.0
13446,"Casual, Indie, Strategy",RUSH,38720,Two Tribes,ImmortalDragon,False,2,25.0
13447,Action,Call of Duty® 4: Modern Warfare®,7940,"Infinity Ward,Aspyr (Mac)",ImmortalDragon,True,2,25.0
13448,"Action, Indie",Dino D-Day,70000,800 North and Digital Ranch,739567275,True,2,1369.0
13452,"Action, Indie",Dino D-Day,70000,800 North and Digital Ranch,Victorypower,False,2,88.0
13453,"Action, Free to Play",Warframe,230410,Digital Extremes,Victorypower,True,2,88.0
13461,"Action, Indie",Dino D-Day,70000,800 North and Digital Ranch,76561198086317601,True,2,63.0
13462,"Action, Indie",Dino D-Day,70000,800 North and Digital Ranch,onimasa803,True,2,2.0
13463,"Adventure, Indie, Early Access",Montas,269350,Organic Humans,onimasa803,True,0,2.0
13464,"Action, Free to Play, Indie, Strategy",Awesomenauts - the 2D moba,204300,Ronimo Games,onimasa803,True,2,2.0
13465,"Action, Indie",Dino D-Day,70000,800 North and Digital Ranch,NerfPenguin,True,2,65.0
13480,"Action, Indie",Dino D-Day,70000,800 North and Digital Ranch,76561198098479489,True,1,290.0
13481,"Action, Indie",Dino D-Day,70000,800 North and Digital Ranch,76561198066488158,True,2,266.0
13482,Action,Killing Floor,1250,Tripwire Interactive,76561198066488158,True,2,266.0
13483,"Action, Free to Play",Team Fortress 2,440,Valve,76561198066488158,True,1,266.0
13485,"Action, Indie",Dino D-Day,70000,800 North and Digital Ranch,o_danone,True,1,49.0
13486,"Action, Free to Play, Indie",No More Room in Hell,224260,No More Room in Hell Team,o_danone,True,2,49.0
13494,"Action, Indie",Dino D-Day,70000,800 North and Digital Ranch,76561198096670934,True,0,139.0
13504,"Action, Indie",Dino D-Day,70000,800 North and Digital Ranch,76561198048922022,True,2,80.0
13505,Indie,Bad Rats: the Rats' Revenge,34900,Invent4 Entertainment,76561198048922022,True,2,80.0
13511,"Action, Indie",Dino D-Day,70000,800 North and Digital Ranch,samdidit,True,1,66.0
13512,"Action, Indie, Simulation",Surgeon Simulator,233720,Bossa Studios,samdidit,True,1,66.0
13513,Action,Call of Duty: World at War,10090,Treyarch,samdidit,True,0,66.0
13514,"Action, Free to Play",Team Fortress 2,440,Valve,samdidit,True,2,66.0
13515,"Action, Indie",Dino D-Day,70000,800 North and Digital Ranch,76561198093839799,True,2,104.0
13516,Action,Counter-Strike: Global Offensive,730,Valve,76561198093839799,True,1,104.0
13517,Simulation,What's under your blanket !?,432020,5Wolf,76561198093839799,True,1,104.0
13518,"Action, Free to Play, Indie",Loadout,208090,Edge of Reality,76561198093839799,False,0,104.0
13519,"Action, Adventure",Just Cause 2: Multiplayer Mod,259080,Avalanche Studios,76561198093839799,True,2,104.0
13520,Action,PAYDAY™ The Heist,24240,OVERKILL Software,76561198093839799,True,2,104.0
13521,"Action, Free to Play",Team Fortress 2,440,Valve,76561198093839799,False,0,104.0
13524,"Action, Indie",Dino D-Day,70000,800 North and Digital Ranch,andrekekstar,True,1,55.0
13525,Action,Counter-Strike: Global Offensive,730,Valve,andrekekstar,True,1,55.0
13526,"Action, Free to Play, Early Access",BLOCKADE 3D,302830,Shumkov Dmitriy,andrekekstar,True,1,55.0
13527,"Action, Indie",Dino D-Day,70000,800 North and Digital Ranch,stabcalloway,True,0,13.0
13529,"Action, Indie",Dino D-Day,70000,800 North and Digital Ranch,BhagPac,True,0,126.0
13530,"Action, Indie",Dino D-Day,70000,800 North and Digital Ranch,76561198087430106,True,2,66.0
13531,"Action, Indie",Primal Carnage: Extinction,321360,"Circle Five Studios,Pub Games",76561198087430106,True,1,66.0
13532,"Action, Free to Play",Team Fortress 2,440,Valve,76561198087430106,True,2,66.0
13540,"Action, Indie",Dino D-Day,70000,800 North and Digital Ranch,qisforBAWS-AHHh,True,0,147.0
13541,"Action, Indie",Dino D-Day,70000,800 North and Digital Ranch,76561198060140388,True,2,759.0
13542,"Action, Indie",Dino D-Day,70000,800 North and Digital Ranch,76561198067771967,True,2,175.0
13543,Action,Counter-Strike: Global Offensive,730,Valve,76561198067771967,True,2,175.0
13544,"Action, Adventure",Sniper Elite 3,238090,Rebellion,76561198067771967,True,2,175.0
13545,"Action, Adventure",Thief,239160,"Eidos-Montréal,Feral Interactive (Mac)",76561198067771967,False,0,175.0
13546,"Action, Adventure",Far Cry 3,220240,"Ubisoft Montreal, Massive Entertainment, and Ubisoft Shanghai",76561198067771967,True,2,175.0
13547,Action,PAYDAY™ The Heist,24240,OVERKILL Software,76561198067771967,False,2,175.0
13548,Action,Killing Floor,1250,Tripwire Interactive,76561198067771967,False,0,175.0
13549,"Action, Free to Play",Team Fortress 2,440,Valve,76561198067771967,True,1,175.0
13550,"Action, Indie",Dino D-Day,70000,800 North and Digital Ranch,epicscoutfan,True,2,288.0
13551,"Action, Adventure, Free to Play, Massively Multiplayer, RPG",Neverwinter,109600,Cryptic Studios,epicscoutfan,True,2,288.0
13552,"Action, Indie",You Have to Win the Game,286100,Minor Key Games,epicscoutfan,True,2,288.0
13553,"Action, Free to Play, Indie",No More Room in Hell,224260,No More Room in Hell Team,epicscoutfan,True,0,288.0
13555,"Action, Indie",Dino D-Day,70000,800 North and Digital Ranch,titivalente,True,1,283.0
13556,"Action, Indie",Dino D-Day,70000,800 North and Digital Ranch,76561198085982092,False,0,2537.0
13557,Action,Counter-Strike: Global Offensive,730,Valve,76561198085982092,True,2,2537.0
13558,"Action, Free to Play, Indie",No More Room in Hell,224260,No More Room in Hell Team,76561198085982092,True,0,2537.0
13559,Action,Left 4 Dead 2,550,Valve,76561198085982092,True,2,2537.0
13560,"Action, Free to Play",Team Fortress 2,440,Valve,76561198085982092,True,2,2537.0
13561,Action,Counter-Strike: Source,240,Valve,76561198085982092,True,2,2537.0
13566,"Action, Indie",Dino D-Day,70000,800 North and Digital Ranch,76561198093923987,True,0,369.0
13567,"Action, Adventure, Free to Play, Massively Multiplayer, RPG",DC Universe™ Online,24200,Daybreak Game Company,76561198093923987,True,2,369.0
13570,"Action, Adventure",Portal 2,620,Valve,76561198028895010,True,2,1504.0
13580,"Action, Adventure",Portal 2,620,Valve,76561198167207237,True,2,2159.0
13581,"Indie, RPG",Undertale,391540,tobyfox,76561198167207237,True,1,2159.0
13582,"Action, Indie, Early Access",Paint the Town Red,337320,South East Games,76561198167207237,True,0,2159.0
13583,"Casual, Indie, Simulation",Goat Simulator,265930,Coffee Stain Studios,76561198167207237,True,1,2159.0
13584,"Action, Adventure",Portal 2,620,Valve,C14M8S,True,2,247.0
13585,"Action, Free to Play, Indie, Massively Multiplayer, RPG",Realm of the Mad God,200210,Wild Shadow Studios,C14M8S,True,1,247.0
13586,"Action, Adventure, Casual, Indie, RPG",Starbound,211820,Chucklefish,C14M8S,True,2,247.0
13587,"Action, Indie",Chivalry: Medieval Warfare,219640,Torn Banner Studios,C14M8S,False,0,247.0
13588,"Action, RPG",Magicka,42910,Arrowhead Game Studios,C14M8S,False,1,247.0
13589,Action,Left 4 Dead 2,550,Valve,C14M8S,False,0,247.0
13590,Action,Counter-Strike: Source,240,Valve,C14M8S,True,0,247.0
13591,"Action, Adventure",Portal 2,620,Valve,ciborg2000,True,2,221.0
13592,Action,NAM,329650,TNT Team,ciborg2000,True,1,221.0
13593,"Indie, RPG",Undertale,391540,tobyfox,ciborg2000,False,2,221.0
13594,"Action, Adventure, Casual, Free to Play, Massively Multiplayer, RPG",Trove,304050,Trion Worlds,ciborg2000,True,1,221.0
13595,"Action, Simulation, Strategy",Arma 3,107410,Bohemia Interactive,ciborg2000,True,0,221.0
13598,"Action, Adventure",Portal 2,620,Valve,Glenbluey,True,2,1265.0
13599,"Action, Adventure",Mad Max,234140,"Avalanche Studios,Feral Interactive (Mac/Linux)",Glenbluey,True,0,1265.0
13600,"Action, Indie",SUPERHOT,322500,SUPERHOT Team,Glenbluey,True,2,1265.0
13601,"Action, Free to Play",Warframe,230410,Digital Extremes,Glenbluey,True,2,1265.0
13604,"Action, Adventure",Portal 2,620,Valve,usaidwotnow,True,1,934.0
13605,"Action, Indie",Hard Reset Extended Edition,98400,Flying Wild Hog,usaidwotnow,True,2,934.0
13606,RPG,Fallout 4 Far Harbor,435881,Bethesda Game Studios,usaidwotnow,True,1,934.0
13607,"Action, Free to Play",Warframe,230410,Digital Extremes,usaidwotnow,True,2,934.0
13608,"Action, Free to Play",BRINK,22350,Splash Damage,usaidwotnow,False,1,934.0
13609,Action,Left 4 Dead 2,550,Valve,usaidwotnow,True,2,934.0
13610,Action,Killing Floor,1250,Tripwire Interactive,usaidwotnow,True,2,934.0
13611,"Action, Free to Play",Team Fortress 2,440,Valve,usaidwotnow,True,2,934.0
13615,"Action, Adventure",Portal 2,620,Valve,Nightless490,True,2,223.0
13616,"Action, Indie",Primal Carnage,215470,Lukewarm Media,Nightless490,True,2,223.0
13617,"Action, Indie, Massively Multiplayer, Early Access",DayZ,221100,Bohemia Interactive,Nightless490,True,1,223.0
13624,"Action, Adventure",Portal 2,620,Valve,noidhazbeendetectedno,True,2,2833.0
13625,"Action, Adventure",Portal 2,620,Valve,Slynx_,True,2,223.0
13626,"Action, Adventure",Call of Duty®: Black Ops III,311210,Treyarch,Slynx_,True,1,223.0
13627,"Action, Adventure",Grand Theft Auto V,271590,Rockstar North,Slynx_,True,0,223.0
13628,Action,Call of Duty®: Ghosts,209160,Infinity Ward,Slynx_,False,0,223.0
13629,"Action, RPG",Borderlands 2,49520,"Gearbox Software,Aspyr (Mac &amp; Linux)",Slynx_,True,2,223.0
13630,Action,Counter-Strike: Source,240,Valve,Slynx_,True,2,223.0
13631,"Action, Adventure",Portal 2,620,Valve,joao_bobd,True,1,99.0
13632,"Action, Free to Play, Indie",No More Room in Hell,224260,No More Room in Hell Team,joao_bobd,True,1,99.0
13633,Action,Counter-Strike: Source,240,Valve,joao_bobd,True,0,99.0
13635,"Action, Adventure",Portal 2,620,Valve,76561198022552926,True,2,803.0
13636,"Action, Adventure",Portal 2,620,Valve,76561198023133231,True,1,19.0
13637,"Action, Adventure",Portal 2,620,Valve,76561198117321520,True,2,155.0
13638,"Action, Adventure",Portal 2,620,Valve,CJW2012,True,2,81.0
13639,"RPG, Simulation, Strategy",Crusader Kings II,203770,Paradox Development Studio,CJW2012,True,2,81.0
13640,"Action, Adventure, Casual, Free to Play, Indie",Unturned,304930,Smartly Dressed Games,CJW2012,False,1,81.0
13645,"Action, Adventure",Portal 2,620,Valve,snowangelsdream,True,2,19.0
13646,"Free to Play, Indie",Without Within,345650,InvertMouse,snowangelsdream,True,2,19.0
13647,"Adventure, Casual, Free to Play, Indie, RPG, Simulation, Strategy",Clicker Heroes,363970,Playsaurus,snowangelsdream,True,0,19.0
13648,"Indie, Simulation, Strategy",Prison Architect,233450,Introversion Software,snowangelsdream,True,2,19.0
13649,"Action, Free to Play, Indie",Loadout,208090,Edge of Reality,snowangelsdream,True,2,19.0
13650,"Action, Adventure",Portal 2,620,Valve,gsgamingbr,False,1,1706.0
13651,"Action, Adventure, Casual, RPG",AKIBA'S TRIP: Undead ＆ Undressed,333980,ACQUIRE Corp.,gsgamingbr,True,0,1706.0
13652,"Adventure, Casual, Early Access",Voxelized,344040,Lord Kres,gsgamingbr,True,1,1706.0
13653,"Action, Adventure",NARUTO SHIPPUDEN: Ultimate Ninja STORM 3 Full Burst HD,234670,CyberConnect2 Co. Ltd.,gsgamingbr,True,2,1706.0
13654,"Action, RPG",Borderlands 2,49520,"Gearbox Software,Aspyr (Mac &amp; Linux)",gsgamingbr,True,1,1706.0
13655,Action,PAYDAY™ The Heist,24240,OVERKILL Software,gsgamingbr,True,2,1706.0
13656,"Action, Free to Play",Team Fortress 2,440,Valve,gsgamingbr,False,1,1706.0
13657,"Action, Adventure",Portal 2,620,Valve,pleasedontvotefortrump,True,2,1055.0
13658,Action,Left 4 Dead 2,550,Valve,pleasedontvotefortrump,True,2,1055.0
13659,Action,Half-Life: Opposing Force,50,Gearbox Software,pleasedontvotefortrump,True,2,1055.0
13668,"Action, Adventure",Portal 2,620,Valve,erangaea,True,2,504.0
13670,"Action, Adventure",Portal 2,620,Valve,erangaea,True,2,504.0
13675,"Action, Adventure",Portal 2,620,Valve,ThePratama190,True,2,60.0
13676,"Action, Indie",Geometry Dash,322170,RobTop Games,ThePratama190,True,2,60.0
13677,"Action, Casual, Indie, Sports, Strategy",ROCKETSROCKETSROCKETS,289760,"Radial Games Corp,Loren Bednar,Dr. Kimberly Voll,Lindsay Jorgensen",ThePratama190,True,2,60.0
13678,"Indie, Strategy",Radiant Defense,302970,Hexage,ThePratama190,True,2,60.0
13679,Simulation,SPORE™,17390,Maxis™,ThePratama190,True,1,60.0
13680,"Action, Adventure",Portal 2,620,Valve,australiansenior,True,1,122.0
13681,"Casual, Sports",Poker Night 2,234710,Telltale Games,australiansenior,True,2,122.0
13682,Action,Left 4 Dead 2,550,Valve,australiansenior,True,0,122.0
13683,"Action, Free to Play",Team Fortress 2,440,Valve,australiansenior,True,0,122.0
13690,"Action, Adventure",Portal 2,620,Valve,BananaChips,True,2,10.0
13691,"Action, Adventure",Portal 2,620,Valve,76561198056570401,True,2,170.0
13692,"Action, Free to Play",Team Fortress 2,440,Valve,76561198056570401,True,2,170.0
13696,"Action, Adventure",Portal 2,620,Valve,broxce,True,2,115.0
13697,"Action, Free to Play",Team Fortress 2,440,Valve,broxce,True,2,115.0
13704,"Action, Adventure",Portal 2,620,Valve,defox01,True,2,16.0
13705,"Adventure, Indie, RPG",To the Moon,206440,Freebird Games,defox01,True,2,16.0
13706,Strategy,Age of Empires II HD,221380,"Skybox Labs,Hidden Path Entertainment,Ensemble Studios",defox01,True,2,16.0
13707,"Action, Free to Play",Team Fortress 2,440,Valve,defox01,True,2,16.0
13708,"Action, Adventure",Portal 2,620,Valve,Duckuy,True,2,70.0
13709,"Action, Adventure",Portal 2,620,Valve,flamingdrag00n,True,2,1169.0
13720,"Action, Adventure",Portal 2,620,Valve,jacko_lewie,True,2,2315.0
13721,"Indie, Simulation, Strategy",FTL: Faster Than Light,212680,Subset Games,jacko_lewie,True,2,2315.0
13722,"Action, Adventure",Portal 2,620,Valve,yougotblehed,True,2,2770.0
13723,"Action, Adventure, Casual, Indie, RPG",Castle Crashers®,204360,The Behemoth,yougotblehed,True,2,2770.0
13724,"Action, Adventure",Just Cause 2,8190,Avalanche Studios,yougotblehed,True,2,2770.0
13725,"Action, Free to Play",Team Fortress 2,440,Valve,yougotblehed,True,2,2770.0
13726,"Indie, Strategy",Uplink,1510,Introversion Software,yougotblehed,True,2,2770.0
13728,"Action, Adventure",Portal 2,620,Valve,76561198045484030,True,1,890.0
13729,"Action, Adventure",Turok,405820,"Iguana Entertainment,Nightdive Studios",76561198045484030,True,0,890.0
13730,"Action, Adventure",Portal 2,620,Valve,kineticvine,True,1,22.0
13731,Action,Counter-Strike: Global Offensive,730,Valve,kineticvine,True,0,22.0
13732,"Action, Adventure, Casual, Free to Play, Indie",Unturned,304930,Smartly Dressed Games,kineticvine,True,2,22.0
13733,Action,Killing Floor,1250,Tripwire Interactive,kineticvine,True,2,22.0
13734,"Action, Adventure",Portal 2,620,Valve,76561198068660878,True,1,43.0
13735,"Action, Free to Play, Indie, Massively Multiplayer, RPG, Simulation",Robocraft,301520,Freejam,76561198068660878,True,2,43.0
13736,"Action, Free to Play, Massively Multiplayer",PlanetSide 2,218230,Daybreak Game Company,76561198068660878,True,2,43.0
13737,"Indie, Simulation, Strategy",FTL: Faster Than Light,212680,Subset Games,76561198068660878,True,2,43.0
13738,"Action, Adventure",Portal 2,620,Valve,76561198086200117,True,2,519.0
13739,"Action, Indie",Skullgirls,245170,Lab Zero Games,76561198086200117,True,2,519.0
13740,"Action, Adventure",Portal 2,620,Valve,Ineedmoney4food,True,2,1.0
13741,"Action, Adventure",Portal 2,620,Valve,migrated,True,2,99.0
13742,"Action, Adventure, Casual, Indie",Broforce,274190,Free Lives,migrated,True,2,99.0
13743,"Action, Adventure",Portal 2,620,Valve,76561198064438745,True,2,30.0
13744,"Casual, Indie, Simulation",Goat Simulator,265930,Coffee Stain Studios,76561198064438745,True,2,30.0
13745,"Action, Adventure",Portal 2,620,Valve,MumboBros,True,1,210.0
